pretty_name,population,WSP_Art_new,wsp2,cb3,outdegree,closeness_bi,betweenness_bi,indegree,position,singleton
Padang_Indonesia,1034213,periph,core,core,0,0.3221998489806192,0.0,1,Isolate,0
Pekanbaru_Indonesia,1092049,periph,core,core,0,0.3273075939657377,0.0,2,Isolate,0
Dumai_Indonesia,246331,periph,core,core,0,0.3128834355828221,0.0,1,Isolate,0
Dio (Sweden),165,core,core,core,0,0.2798889277593143,0.0,1,Isolate,0
Harboor (Denmark),447,core,core,core,0,0.3272239263803681,0.0,1,Isolate,0
Feistritz an der Drau (Austria),2773,core,core,core,0,0.3205137835198678,0.0,1,Isolate,0
Asbach-Baumenheim (Germany),604,core,core,core,12,0.3428869900624112,2.032626863301905e-06,0,Isolated Clique,0
Saint-Pol-de-Leon (France),4681,core,core,core,0,0.2959905660377358,0.0,1,Isolate,0
Heidenheim (Germany),16497,core,core,core,191,0.4024965413155578,0.002101780524140656,12,Primary,0
Ulrichsberg (Austria),1479,core,core,core,0,0.3223296570478924,0.0,1,Isolate,0
Senica (Slovakia),14499,periph,semi,semi,0,0.3374367355546183,0.0,2,Isolate,0
Troisfontaines (France),637,core,core,core,0,0.2945602650835289,0.0,1,Isolate,0
Enzklosterle (Germany),506,core,core,core,0,0.2470377089042418,0.0,1,Isolate,0
Neubulach (Germany),3901,core,core,core,0,0.2897596088550862,0.0,1,Isolate,0
Pfeffenhausen (Germany),1394,core,core,core,4,0.3212457337883959,3.245880387665669e-07,0,Isolated Clique,0
Calw-Holzbronn (Germany),713,core,core,core,0,0.3226383708035084,0.0,1,Isolate,0
Saint Martin (Austria),230,core,core,core,0,0.2691321167269363,0.0,1,Isolate,0
Mill Bay (Canada),501,core,core,core,0,0.3216412472675193,0.0,1,Isolate,0
"Republic (USA, WA)",515,core,core,core,0,0.3288631984585742,0.0,1,Isolate,0
Deckenpfronn (Germany),2857,core,core,core,0,0.3365849810685738,0.0,1,Isolate,0
Sasbach (Germany),16458,core,core,core,0,0.3313059682178167,0.0,2,Isolate,0
Saint-Malo (France),48807,core,core,core,2,0.3464692667875606,0.0,4,Isolated Clique,0
Verneuil l`Etang (France),1760,core,core,core,0,0.2873981275678588,0.0,1,Isolate,0
Saint Dizier (France),17470,core,core,core,0,0.3479572698360923,0.0,5,Isolated Clique,0
Dingolfing (Germany),10938,core,core,core,0,0.3318298467999067,1.032335811705779e-06,3,Isolate,0
Hauzenberg (Germany),4190,core,core,core,0,0.3305872630545943,0.0,3,Isolate,0
Mainburg (Germany),9662,core,core,core,0,0.3470798763624532,9.719562687872902e-07,5,Isolated Clique,0
Vilshofen an der Donau (Germany),7506,core,core,core,0,0.2560353621217273,0.0,1,Isolate,0
Potvorice (Slovakia),401,periph,semi,semi,0,0.3218434152964248,0.0,1,Isolate,0
Bohmenkirch (Germany),2990,core,core,core,0,0.3066548486009966,0.0,2,Isolate,0
"Kevin (USA, MT)",151,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
Weisenbach (Germany),11698,core,core,core,0,0.3247830720048714,0.0,1,Isolate,0
Saverne (France),12740,core,core,core,0,0.337258931394246,0.0,10,High-status clique,0
Argentan (France),8374,core,core,core,0,0.3130977130977131,0.0,1,Isolate,0
Verneuil-sur-Avre (France),5319,core,core,core,0,0.309554324958286,1.094829577055081e-07,2,Isolate,0
Neuburg an der Donau (Germany),9142,core,core,core,4,0.3338984819239397,6.15023620528791e-08,5,Isolated Clique,0
Jandelsbrunn (Germany),1234,core,core,core,0,0.3243962393249031,0.0,1,Isolate,0
Sarrebourg (France),15240,core,core,core,0,0.3374723188864284,0.0,2,Isolate,0
Dreux (France),37871,core,core,core,0,0.3397112679794066,0.0,2,Isolated Clique,0
Sezanne (France),4648,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Vitry-le-Francois (France),11329,core,core,core,0,0.3399097185342538,2.637882689285329e-07,4,Isolated Clique,0
Baden-Baden (Germany),52420,core,core,core,19,0.3645346850438547,3.992828632417089e-06,15,High-status clique,0
Calw (Germany),17876,core,core,core,2,0.3262149282638057,0.0,0,Isolated Clique,0
Cachtice (Slovakia),3570,periph,semi,semi,0,0.2727970165157166,0.0,1,Isolate,0
Banovce nad Bebravou (Slovakia),13666,periph,semi,semi,0,0.3176347981439667,0.0,2,Isolate,0
Ecouche (France),1167,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Donauworth (Germany),8900,core,core,core,0,0.3440111794899358,0.0,3,Isolate,0
Buhl (Germany),10317,core,core,core,0,0.3334288393415295,5.717921847138573e-08,3,Isolate,0
Nattheim (Germany),4336,core,core,core,0,0.3345617061314097,4.591767315152129e-07,2,Isolate,0
Burgheim (Germany),2150,core,core,core,0,0.3146445777209714,0.0,1,Isolate,0
Rottenburg an der Laaber (Germany),3171,core,core,core,0,0.2474770908247303,0.0,1,Isolate,0
Novaky (Slovakia),4375,periph,semi,semi,0,0.3130977130977131,0.0,1,Isolate,0
Heming (France),151,core,core,core,0,0.3247830720048714,0.0,1,Isolate,0
"Cut Bank (USA, MT)",2416,core,core,core,0,0.3215281440735438,0.0,1,Isolate,0
Achern (Germany),8342,core,core,core,0,0.3519949404680067,0.0,3,Isolate,0
Partizanske (Slovakia),20757,periph,semi,semi,0,0.3302035236154461,0.0,2,Isolate,0
Trebisov (Slovakia),18076,periph,semi,semi,0,0.3223296570478924,0.0,1,Isolate,0
Hollabrunn (Austria),6937,core,core,core,0,0.3297357168615733,0.0,2,Isolate,0
Sayabec (Canada),1057,core,core,core,0,0.3216412472675193,0.0,1,Isolate,0
Appenweier (Germany),7212,core,core,core,0,0.3196733593047648,1.229222043388225e-07,2,Isolate,0
Wertingen (Germany),6115,core,core,core,0,0.3233473944782642,0.0,2,Isolate,0
Schrobenhausen (Germany),6870,core,core,core,65,0.3719923282575845,0.0006235158723217521,17,Low-status clique,0
Arnstorf (Germany),3266,core,core,core,0,0.3231841248201167,0.0,6,High-status clique,0
Provins (France),9867,core,core,core,0,0.3270483636084924,0.0,1,Isolate,0
Neuffen (Germany),8153,core,core,core,0,0.3203854336128144,0.0,1,Isolate,0
Obernzell (Germany),2403,core,core,core,0,0.3383732917448653,0.0,4,Isolate,0
Rainbach im Muhlkreis (Austria),822,core,core,core,0,0.2685956482511173,0.0,1,Isolate,0
"Havre (USA, MT)",8557,core,core,core,0,0.3257832183849541,0.0,2,Isolate,0
Alma (Canada),19477,core,core,core,0,0.2929826970612469,1.343259172294186e-07,2,Isolate,0
Dol-de-Bretagne (France),5117,core,core,core,0,0.3231841248201167,0.0,1,Isolate,0
Clevilliers (France),362,core,core,core,0,0.298370743304664,0.0,1,Isolate,0
Nagold (Germany),6993,core,core,core,3,0.3289646133682831,1.756651292907582e-07,1,Isolated Clique,0
Lenningen (Germany),4136,core,core,core,0,0.2599821276250051,0.0,1,Isolate,0
Nellingen (Germany),1399,core,core,core,0,0.2739646869983949,0.0,1,Isolate,0
Marklkofen (Germany),4979,core,core,core,0,0.3226383708035084,0.0,1,Isolate,0
Ortenburg (Germany),1468,core,core,core,0,0.2524304391552128,0.0,1,Isolate,0
Zistersdorf (Austria),2310,core,core,core,0,0.3226383708035084,0.0,1,Isolate,0
"Friday Harbor (USA, WA)",2524,core,core,core,0,0.2540233762625762,0.0,1,Isolate,0
Passau (Germany),24089,core,core,core,16,0.3441406565045568,0.0004787309532240281,8,High-status clique,0
Lauingen (Germany),5834,core,core,core,0,0.3201210363108933,0.0,1,Isolate,0
Jettingen (Germany),6678,core,core,core,0,0.3273661867375905,5.249660497816354e-07,2,Isolate,0
Thyrnau (Germany),1518,core,core,core,0,0.2805391190006575,0.0,1,Isolate,0
Geislingen (Germany),9872,core,core,core,0,0.3462349886400519,0.0,2,Isolate,0
Giengen an der Brenz (Germany),9203,core,core,core,0,0.3058854452914048,0.0,1,Isolate,0
Vrbove (Slovakia),5969,periph,semi,semi,0,0.3113007952141242,0.0,1,Isolate,0
"Kettle Falls (USA, WA)",207,core,core,core,0,0.3211167971101746,0.0,1,Isolate,0
Mormant (France),3711,core,core,core,0,0.298370743304664,0.0,1,Isolate,0
Wolnzach (Germany),5466,core,core,core,0,0.3201210363108933,0.0,1,Isolate,0
Zwettl (Austria),3936,core,core,core,0,0.3066548486009966,0.0,1,Isolate,0
Lantic (France),316,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Dettenhausen (Germany),5255,core,core,core,0,0.262740912542846,0.0,1,Isolate,0
Oepping (Austria),282,core,core,core,0,0.3218434152964248,0.0,1,Isolate,0
Kehl (Germany),18077,core,core,core,0,0.33791774457526,4.004921000550407e-07,5,Isolate,0
Sees (France),2681,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Deggingen (Germany),4661,core,core,core,0,0.3313059682178167,0.0,1,Isolate,0
Piestany (Slovakia),21830,periph,semi,semi,0,0.3358344045963743,0.0,3,Isolate,0
Krusovce (Slovakia),326,periph,semi,semi,0,0.3244949174884028,0.0,1,Isolate,0
Ziar nad Hronom (Slovakia),9435,periph,semi,semi,0,0.3251543092280729,3.233862656120649e-08,4,Isolated Clique,0
Renchen (Germany),3998,core,core,core,0,0.325055229679287,0.0,4,Isolated Clique,0
Neidlingen (Germany),1774,core,core,core,1,0.3226383708035084,0.0,0,Isolated Clique,0
Dillingen (Germany),9446,core,core,core,13,0.3573801613668723,4.705011741036921e-07,3,Low-status clique,0
Seebach (Germany),331,core,core,core,0,0.3228255113106197,0.0,2,Isolate,0
Lannion (France),12100,core,core,core,0,0.3397112679794066,0.0,3,Isolate,0
Neresheim (Germany),1561,core,core,core,0,0.3218434152964248,0.0,1,Isolate,0
Saint-Honore (Canada),2308,core,core,core,0,0.3288631984585742,0.0,1,Isolate,0
Surbourg (France),1167,core,core,core,0,0.3255429530542699,0.0,1,Isolate,0
Betschdorf (France),2957,core,core,core,0,0.262740912542846,0.0,1,Isolate,0
Westhausen (Germany),3301,core,core,core,0,0.3316664939371956,2.708450678885758e-07,5,Isolate,0
Niederwinkling (Germany),846,core,core,core,0,0.2562968005445881,0.0,1,Isolate,0
Trencin (Slovakia),44366,periph,semi,semi,0,0.341378206837698,9.996397350667015e-06,13,Isolate,0
Ittersbach (Germany),4290,core,core,core,0,0.3009733847456033,0.0,1,Isolate,0
Welzheim (Germany),6337,core,core,core,0,0.2635794588806984,0.0,1,Isolate,0
Damville (France),1685,core,core,core,0,0.3313059682178167,0.0,1,Isolate,0
Montmirail (France),2578,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Mertzwiller (France),3545,core,core,core,1,0.2844097847097247,0.0001564397253776348,2,Isolated Clique,0
Lauchheim (Germany),2637,core,core,core,0,0.3231351760696706,0.0,1,Isolate,0
Wemding (Germany),4517,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Straubing (Germany),30801,core,core,core,0,0.3655026696742141,0.0,9,Isolate,0
Nitrianske Pravno (Slovakia),2603,periph,semi,semi,0,0.3223296570478924,0.0,1,Isolate,0
Grafenau (Germany),3093,core,core,core,0,0.268849498046793,0.0,1,Isolate,0
Hodonin (Czech Republic),17532,periph,semi,core,0,0.3311431306102388,1.26034258985713e-07,4,Isolate,0
Omey (France),145,core,core,core,0,0.2969311776576744,0.0,1,Isolate,0
Nordlingen (Germany),8642,core,core,core,0,0.3183773969706767,1.446752815851769e-07,4,Isolate,0
Trhove Sviny (Czech Republic),3272,periph,semi,core,0,0.2685956482511173,0.0,1,Isolate,0
Skalica (Slovakia),10551,periph,semi,semi,0,0.325617480222827,0.0,4,Isolated Clique,0
Pravenec (Slovakia),608,periph,semi,semi,0,0.2942961583557487,0.0,1,Isolate,0
Matane (Canada),3136,core,core,core,7,0.3217059133975019,0.000314515150341063,2,Isolate,1
Saint-Mihiel (France),4213,core,core,core,0,0.3270483636084924,0.0,2,Isolate,0
Gundershoffen (France),12535,core,core,core,8,0.3145054297086138,0.0003179977932849106,1,Isolated Clique,0
Bad Wilbad (Germany),3965,core,core,core,7,0.3443999031450941,3.071864232068722e-06,1,Isolated Clique,0
"Warroad (USA, MN)",1625,core,core,core,1,0.3211167971101746,0.0,0,Isolated Clique,0
Corner Brook (Canada),9224,core,core,core,0,0.3317266578558656,2.354217410997127e-07,5,Isolate,0
Chalons-en-Champagne (France),49872,core,core,core,0,0.340280177569845,6.543109305124686e-09,3,Isolate,0
Illingen (Germany),4767,core,core,core,4,0.3144204553828016,0.0001566537894078209,0,Isolated Clique,0
Oettingen (Germany),3785,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Kipfenberg (Germany),1361,core,core,core,0,0.3345092505487613,0.0,2,Isolate,0
Nemsova (Slovakia),6413,periph,semi,semi,0,0.3313059682178167,0.0,1,Isolate,0
Spisska Nova Ves (Slovakia),40074,periph,semi,semi,0,0.3284160295551337,1.219577403455249e-07,3,Isolate,0
Ucluelet (Canada),1475,core,core,core,0,0.3166134896490317,0.0,1,Isolate,0
Sarre-Union (France),3050,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Soultz-sous-Forets (France),2424,core,core,core,0,0.3295659337830184,0.0,2,Isolate,0
Muhlacker (Germany),17559,core,core,core,0,0.3396301504337906,2.595329465862188e-06,6,Isolate,0
Pollenfeld (Germany),407,core,core,core,0,0.3226383708035084,0.0,1,Isolate,0
Kelheim (Germany),19625,core,core,core,1,0.3399458253664754,2.570970657737335e-08,3,Isolated Clique,0
Bogen (Germany),6944,core,core,core,0,0.3469387755102041,0.0,5,Isolate,0
Nova Dubnica (Slovakia),9580,periph,semi,semi,2,0.3165351994263247,5.323157667648484e-07,2,Isolated Clique,0
Humenne (Slovakia),29965,periph,semi,semi,0,0.300429486728156,0.0,1,Isolate,0
Wingen-sur-Moder (France),1455,core,core,core,0,0.3313059682178167,0.0,1,Isolate,0
Zinswiller (France),1298,core,core,core,17,0.3649295854951822,0.0001722994380312953,0,Isolated Clique,0
Krompachy (Slovakia),9121,periph,semi,semi,0,0.3231351760696706,0.0,1,Isolate,0
Cerences (France),690,core,core,core,0,0.2983012140843101,0.0,1,Isolate,0
Trencianske Teplice (Slovakia),3869,periph,semi,semi,0,0.3226383708035084,0.0,1,Isolate,0
La Ferte-Frenel (France),374,core,core,core,0,0.2760442498867876,0.0,1,Isolate,0
Straubenhardt (Germany),8971,core,core,core,0,0.3414601616474165,0.0,3,Isolate,0
Alfdorf (Germany),2772,core,core,core,0,0.2870243727437835,0.0,1,Isolate,0
Deggendorf (Germany),10683,core,core,core,6,0.3621728674494271,1.319418180359712e-06,7,Isolated Clique,0
Bad Liebenzell (Germany),5491,core,core,core,0,0.3272239263803681,0.0,1,Isolate,0
Buchdorf (Germany),1150,core,core,core,0,0.327148662117611,0.0,1,Isolate,0
Plattling (Germany),31239,core,core,core,0,0.3339855979962429,1.683860963581074e-06,6,Isolated Clique,0
Stara Tura (Slovakia),7736,periph,semi,semi,0,0.3113007952141242,0.0,1,Isolate,0
Phalsbourg (France),4050,core,core,core,0,0.2659284957517087,0.0,1,Isolate,0
Weil der Stadt (Germany),12495,core,core,core,0,0.3130211517300404,0.0,1,Isolate,0
Rohr (Germany),1152,core,core,core,0,0.2805391190006575,0.0,1,Isolate,0
Prievidza (Slovakia),40113,periph,semi,semi,0,0.3556623694154257,3.171564172950538e-07,4,Isolate,0
"Mohall (USA, ND)",655,core,core,core,0,0.3090685209329277,0.0,1,Isolate,0
Gernsbach (Germany),10450,core,core,core,0,0.3386507936507936,7.564340484203655e-08,6,Isolate,0
Munchsmunster (Germany),3145,core,core,core,0,0.3449846386029213,0.0,4,Isolated Clique,0
Hengersberg (Germany),6503,core,core,core,0,0.3331164775684397,3.08173581217201e-07,3,Isolate,0
Breclav (Czech Republic),10043,periph,semi,core,0,0.335403238484515,8.43507995126849e-08,4,Isolate,0
Tvrdonice (Czech Republic),1396,periph,semi,core,0,0.3244949174884028,0.0,1,Isolate,0
Michalovce (Slovakia),28511,periph,semi,semi,0,0.3417153839993594,0.0,3,Isolate,0
Iroquois Falls (Canada),3378,core,core,core,0,0.3288631984585742,0.0,1,Isolate,0
Flers (France),11758,core,core,core,0,0.2700974806937587,0.0,1,Isolate,0
Tillieres-sur-Avre (France),944,core,core,core,0,0.2657573492775286,0.0,1,Isolate,0
Fere-Champenoise (France),850,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Monswiller (France),2765,core,core,core,0,0.3404611824782574,0.0,3,Isolate,0
Rheinmunster (Germany),1315,core,core,core,0,0.3324675999272784,0.0,2,Isolate,0
Terrace Bay (Canada),1345,core,core,core,0,0.3208351086493396,0.0,1,Isolate,0
Neustadt an der Donau (Germany),6226,core,core,core,0,0.2614369741034229,0.0,1,Isolate,0
Oberkochen (Germany),7449,core,core,core,170,0.4175419140191793,0.00151176043071594,3,Primary,0
Waidhofen an der Thaya (Austria),3537,core,core,core,0,0.3066548486009966,0.0,1,Isolate,0
Schaufling (Germany),398,core,core,core,0,0.3209477247085371,0.0,1,Isolate,0
Novosedly (Czech Republic),647,periph,semi,core,0,0.3240595412890487,0.0,1,Isolate,0
Aalen (Germany),36882,core,core,core,1,0.3406967769408884,1.799479422900557e-05,10,Isolated Clique,0
Riesburg (Germany),1396,core,core,core,0,0.3365849810685738,0.0,1,Isolate,0
Schalbach (France),181,core,core,core,0,0.3277685315580591,0.0,1,Isolate,0
Haguenau (France),13950,core,core,core,0,0.3600641314131413,0.0,8,Isolated Clique,0
Essingen (Germany),3753,core,core,core,0,0.3346054316857046,2.490031221606998e-07,2,Isolate,0
Freyung (Germany),4413,core,core,core,0,0.3339333228987322,0.0,1,Isolate,0
Schweighouse (France),7350,core,core,core,0,0.3272573882810103,0.0,1,Isolate,0
Mikulov (Czech Republic),6447,periph,semi,core,0,0.341487488662434,0.0,2,Isolate,0
Schwabisch Gmund (Germany),21747,core,core,core,4,0.3357815491960234,3.78406866433948e-07,10,Isolated Clique,0
Brezno (Slovakia),11663,periph,semi,semi,0,0.3429145459416019,2.251459556650882e-06,4,Isolated Clique,0
Gaggenau (Germany),14526,core,core,core,0,0.3236662452591656,0.0,4,Isolated Clique,0
Lorch (Germany),12719,core,core,core,0,0.3272239263803681,0.0,1,Isolate,0
Sessenheim (France),2028,core,core,core,0,0.2568058258270307,0.0,1,Isolate,0
Bad Herrenalb (Germany),3228,core,core,core,0,0.3209477247085371,0.0,1,Isolate,0
Duncan (Canada),15271,core,core,core,0,0.3146987240946972,0.0,2,Isolate,0
La Sarre (Canada),6677,core,core,core,0,0.3216412472675193,0.0,1,Isolate,0
Neuhausen (Germany),2080,core,core,core,0,0.3512801514777311,8.348623853625534e-08,12,Isolated Clique,0
Waldstetten (Germany),59512,core,core,core,0,0.3341774134600324,0.0,2,Isolate,0
"Colville (USA, WA)",4585,core,core,core,0,0.2681792470617811,0.0,1,Isolate,0
Willstatt (Germany),3932,core,core,core,0,0.3278608749103575,0.0,2,Isolate,0
Dubnica nad Vahom (Slovakia),19546,periph,semi,semi,0,0.3455620343375446,5.219102259610161e-07,7,Isolated Clique,0
"Ponderay (USA, ID)",873,core,core,core,0,0.3339333228987322,0.0,1,Isolate,0
Mirecourt (France),5115,core,core,core,0,0.2730122845930729,0.0,1,Isolate,0
Erding (Germany),23286,core,core,core,0,0.3390095338983051,0.0,2,Isolate,0
Pleiskirchen (Germany),214,core,core,core,0,0.3256588989518673,0.0,1,Isolate,0
Eferding (Austria),5788,core,core,core,0,0.2992985737666589,0.0,1,Isolate,0
Nitra (Slovakia),45239,periph,semi,semi,0,0.3745391772485224,1.686506369482062e-06,15,Isolated Clique,0
Neubois (France),537,core,core,core,0,0.3233473944782642,0.0,1,Isolate,0
Oberdischingen (Germany),1872,core,core,core,0,0.3146291107506268,0.0,1,Isolate,0
Neuburg an der Kammel (Germany),941,core,core,core,0,0.2942961583557487,0.0,1,Isolate,0
Pont-sur-Yonne (France),2772,core,core,core,0,0.2945602650835289,0.0,1,Isolate,0
Saint-Die-des-Vosges (France),12383,core,core,core,0,0.3219972330524462,9.143048816848619e-07,2,Isolate,0
Schiltach (Germany),2834,core,core,core,23,0.3537555960868844,0.0001646910684088056,4,Isolated Clique,0
Oberndorf (Germany),11450,core,core,core,0,0.3399729105250578,0.0,2,Isolate,0
Ehingen (Germany),1,core,core,core,0,0.319211011919605,2.611962222585254e-07,3,Isolate,0
Kirchdorf am Inn (Austria),196,core,core,core,0,0.3223296570478924,0.0,1,Isolate,0
Pezinok (Slovakia),10173,periph,semi,semi,0,0.3410053544313913,2.040094159723999e-07,6,Isolate,0
"Oak Harbor (USA, WA)",20141,core,core,core,0,0.3303910181958962,4.94039530280832e-07,4,Isolate,0
Alkoven (Austria),2092,core,core,core,0,0.3110058309037901,0.0,1,Isolate,0
"Chewelah (USA, WA)",2444,core,core,core,0,0.2814086922113038,0.0,1,Isolate,0
Voderady (Slovakia),846,periph,semi,semi,0,0.3221998489806192,0.0,1,Isolate,0
Nemours (France),14420,core,core,core,0,0.3494294917289949,0.0,5,Isolate,0
Balingen (Germany),10484,core,core,core,0,0.2898317748545294,4.687602103623319e-08,2,Isolate,0
Mayenne (France),8494,core,core,core,1,0.3403073160357295,3.116258226846492e-06,2,Isolate,0
Wolfach (Germany),6873,core,core,core,0,0.2613195606908096,0.0,1,Isolate,0
Schelklingen (Germany),4218,core,core,core,0,0.3231025518059517,0.0,1,Isolate,0
Saint Michel-sur-Meurthe (France),1034,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Obenheim (France),989,core,core,core,0,0.3244949174884028,0.0,1,Isolate,0
Hechingen (Germany),6996,core,core,core,0,0.3339333228987322,0.0,2,Isolate,0
Vierkirchen (Germany),3629,core,core,core,0,0.330732463506007,2.882479988758072e-07,3,Isolate,0
Nussdorf ob der Traisen (Austria),233,core,core,core,0,0.3420715087381754,0.0,2,Isolate,0
Chicoutimi (Canada),23,core,core,core,0,0.3395220539479617,1.497353772962011e-07,5,Isolate,0
Dienville (France),571,core,core,core,0,0.3272573882810103,0.0,1,Isolate,0
Krupina (Slovakia),7398,periph,semi,semi,0,0.3164100155720889,0.0,1,Isolate,0
Fougeres (France),15458,core,core,core,0,0.3369038846194336,0.0,2,Isolate,0
Neufchateau (France),6122,core,core,core,0,0.3073764587235269,0.0,1,Isolate,0
Rambervillers (France),4796,core,core,core,0,0.3218434152964248,0.0,1,Isolate,0
Lahr (Germany),23513,core,core,core,0,0.3428778057534687,1.475497003994171e-07,6,Isolate,0
Bourron-Marlotte (France),4010,core,core,core,0,0.2827762928273211,0.0,1,Isolate,0
Erdweg (Germany),1463,core,core,core,0,0.3500888828114317,0.0,2,Isolate,0
Feldkirchen an der Donau (Austria),527,core,core,core,0,0.2915613255893406,0.0,1,Isolate,0
Ganserndorf (Austria),6846,core,core,core,0,0.3345704503280102,0.0,2,Isolate,0
Lucenec (Slovakia),23132,periph,semi,semi,0,0.3407965497044886,9.22383967909648e-08,3,Isolate,0
La Baie (Canada),7030,core,core,core,0,0.3216412472675193,0.0,1,Isolate,0
Seelbach (Germany),6559,core,core,core,10,0.3418705266531353,0.0001566910682541996,0,Isolated Clique,0
Jungingen (Germany),1086,core,core,core,0,0.3365849810685738,0.0,1,Isolate,0
Allmendingen (Germany),2638,core,core,core,0,0.3179424767771099,0.0,2,Isolate,0
"Stanley (USA, ND)",377,core,core,core,0,0.3284160295551337,0.0,2,Isolate,0
Schwindegg (Germany),2589,core,core,core,0,0.3243962393249031,0.0,1,Isolate,0
Schwertberg (Austria),4961,core,core,core,5,0.3188532144369443,4.243824475602867e-07,0,Isolated Clique,0
"Sandpoint (USA, ID)",6824,core,core,core,0,0.3016898022672103,7.896181940138196e-08,3,Isolate,0
Pont-de-Buis-les-Quimerch (France),2278,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Schramberg (Germany),13189,core,core,core,3,0.323461781427669,2.19299729586626e-07,1,Isolated Clique,0
Illertissen (Germany),7079,core,core,core,0,0.3363020176544766,9.787691915029089e-07,4,Isolate,0
Altotting (Germany),10551,core,core,core,0,0.3230617807389461,0.0,1,Isolate,0
Wallern an der Trattnach (Austria),5199,core,core,core,0,0.3272573882810103,0.0,1,Isolate,0
Buchkirchen (Austria),694,core,core,core,0,0.2992985737666589,0.0,1,Isolate,0
Ozd (Hungary),21788,semi,semi,core,0,0.2980303594710375,0.0,1,Isolate,0
"Coupeville (USA, WA)",2007,core,core,core,0,0.3288631984585742,0.0,1,Isolate,0
Dunningen (Germany),2855,core,core,core,0,0.3113007952141242,0.0,1,Isolate,0
Albstadt (Germany),10137,core,core,core,13,0.3645554479694709,2.577852514949097e-06,6,Isolated Clique,0
Dietenheim (Germany),4591,core,core,core,3,0.3217301699004725,0.0001562377939223498,2,Isolated Clique,0
Waldkraiburg (Germany),14402,core,core,core,0,0.3428686219365207,2.818276426091896e-07,6,Isolate,0
Levice (Slovakia),24067,periph,semi,semi,0,0.3321053314307952,0.0,3,Isolate,0
"Minot (USA, ND)",38228,core,core,core,7,0.3558798999165972,8.23457164750078e-06,10,Isolated Clique,0
Authon-du-Perche (France),632,core,core,core,0,0.2468995313132872,0.0,1,Isolate,0
Sladkovicovo (Slovakia),4384,periph,semi,semi,0,0.3008319232938522,0.0,1,Isolate,0
Hornberg (Germany),3606,core,core,core,0,0.2847450840822137,0.0,1,Isolate,0
Saint Polten (Austria),24848,core,core,core,0,0.3512223228249239,2.955691236157966e-07,9,Isolated Clique,0
Sens (France),21971,core,core,core,0,0.3544608738993189,1.826829460947422e-08,7,Isolate,0
Loosdorf (Austria),3501,core,core,core,0,0.3224920642918325,2.925156138731352e-07,2,Isolate,0
Chateaulin (France),3321,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Uxegney (France),8285,core,core,core,0,0.3226383708035084,0.0,1,Isolate,0
Herbolzheim (Germany),9085,core,core,core,0,0.320987963891675,0.0,1,Isolate,0
Chatillon-en-Vendelais (France),553,core,core,core,0,0.3046188991742617,0.0,1,Isolate,0
Vrable (Slovakia),8010,periph,semi,semi,0,0.3475510425716768,3.051554252224763e-05,8,Isolate,0
Villemaur-sur-Vanne (France),304,core,core,core,0,0.2869921980091472,0.0,1,Isolate,0
Le Theil (France),2175,core,core,core,0,0.3231188631143196,0.0,1,Isolate,0
Selestat (France),7469,core,core,core,0,0.3501654949804415,1.315720039961217e-06,4,Isolated Clique,0
Aichhalden (Germany),1591,core,core,core,0,0.320987963891675,0.0,2,Isolate,0
Andrichsfurt (Austria),176,core,core,core,0,0.3272573882810103,0.0,1,Isolate,0
Munichreith (Austria),423,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Herzogenburg (Austria),11126,core,core,core,0,0.3363285252620793,0.0,6,Isolated Clique,0
Mochovce (Slovakia),1031,periph,semi,semi,0,0.3097940514508362,0.0,1,Isolate,0
"Darrington (USA, WA)",258,core,core,core,0,0.312036856474259,0.0,1,Isolate,0
Marolles-Les-Braults (France),1403,core,core,core,0,0.2961001110288675,0.0,1,Isolate,0
Rouyn-Noranda (Canada),17717,core,core,core,2,0.3347804482569239,1.438020062199465e-06,3,Isolated Clique,0
Grieskirchen (Austria),5669,core,core,core,1,0.2992985737666589,0.0,0,Isolated Clique,0
Munderkingen (Germany),4687,core,core,core,0,0.3439095158777067,0.0,3,Isolate,0
Bellenberg (Germany),18752,core,core,core,0,0.3209396780825352,0.0,1,Isolate,0
Muhldorf (Germany),11242,core,core,core,7,0.357280415306037,3.953008151235962e-06,5,Isolated Clique,0
Gurten (Austria),426,core,core,core,0,0.3066548486009966,0.0,1,Isolate,0
Kazincbarcika (Hungary),25546,semi,semi,core,0,0.3365849810685738,0.0,6,Isolated Clique,0
Bagneaux-sur-Loing (France),1511,core,core,core,0,0.3397924242826427,1.757806933756381e-07,2,Isolate,0
Dotternhausen (Germany),2665,core,core,core,0,0.3313059682178167,0.0,2,Isolate,0
